region,family,vm type,regional_disk,sole_tenant,nested_virtualization,local_ssd,cores,gpu,cpu,memory,network_egress,on demand price,preemptible price
europe,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.156,0.033
europe-central2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1824,0.0366
europe-west1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.156,0.033
europe-west2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1824,0.0366
europe-west3,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1824,0.0366
europe-west4,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1562,0.0329
europe-west6,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1983,0.0418
europe-north1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1562,0.0329
northamerica-northeast1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1562,0.0329
asia,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1642,0.033
asia-east,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1642,0.033
asia-east1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1642,0.033
asia-east2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1983,0.0418
asia-northeast,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.182,0.0396
asia-northeast1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.182,0.0396
asia-northeast2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.182,0.0396
asia-northeast3,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.182,0.0396
asia-southeast,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1748,0.035
asia-southeast1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1748,0.035
australia-southeast1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.2012,0.04025
australia-southeast2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.2012,0.04025
australia,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.2012,0.04025
southamerica-east1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.225,0.045
asia-south1,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1702,0.03584
asia-southeast2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.190532,0.03815
asia-south2,n1,n1-highcpu-4,1,1,1,1,4,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",3.6,10,0.1702,0.03584
us,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.2688,0.48
us-central1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.2688,0.48
us-east1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.2688,0.48
us-east4,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.6022,0.5136
us-west4,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.6022,0.5136
us-west1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.2688,0.48
us-west2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.7232,0.57322
us-west3,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.7232,0.57322
europe,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.496,0.528
europe-central2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.9184,0.5856
europe-west1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.496,0.528
europe-west2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.9184,0.5856
europe-west3,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.9184,0.5856
europe-west4,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.4992,0.5257
europe-west6,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.1722,0.668
europe-north1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.4992,0.5257
northamerica-northeast1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.4992,0.5257
asia,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.6272,0.528
asia-east,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.6272,0.528
asia-east1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.6272,0.528
asia-east2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.1722,0.668
asia-northeast,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.912,0.6336
asia-northeast1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.912,0.6336
asia-northeast2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.912,0.6336
asia-northeast3,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.912,0.6336
asia-southeast,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.7968,0.56
asia-southeast1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.7968,0.56
australia-southeast1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.2185,0.64401
australia-southeast2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.2185,0.64401
australia,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.2185,0.64401
southamerica-east1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.5998,0.71996
asia-south1,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.7229,0.57347
asia-southeast2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,3.048512,0.6104
asia-south2,n1,n1-highcpu-64,1,1,1,1,64,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",57.6,32,2.7229,0.57347
us,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.2836,0.06
us-central1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.2836,0.06
us-east1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.2836,0.06
us-east4,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3253,0.0642
us-west4,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3253,0.0642
us-west1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.2836,0.06
us-west2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3404,0.07165
us-west3,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3404,0.07165
europe,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.312,0.066
europe-central2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3648,0.0732
europe-west1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.312,0.066
europe-west2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3648,0.0732
europe-west3,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3648,0.0732
europe-west4,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3124,0.0657
europe-west6,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3965,0.0835
europe-north1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3124,0.0657
northamerica-northeast1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3124,0.0657
asia,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3284,0.066
asia-east,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3284,0.066
asia-east1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3284,0.066
asia-east2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3965,0.0835
asia-northeast,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.364,0.0792
asia-northeast1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.364,0.0792
asia-northeast2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.364,0.0792
asia-northeast3,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.364,0.0792
asia-southeast,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3496,0.07
asia-southeast1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3496,0.07
australia-southeast1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.4023,0.0805
australia-southeast2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.4023,0.0805
australia,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.4023,0.0805
southamerica-east1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.45,0.09
asia-south1,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3404,0.07168
asia-southeast2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.381064,0.0763
asia-south2,n1,n1-highcpu-8,1,1,1,1,8,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",7.2,16,0.3404,0.07168
us,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.4032,0.72
us-central1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.4032,0.72
us-east1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.4032,0.72
us-east4,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.9036,0.7704
us-west4,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.9036,0.7704
us-west1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.4032,0.72
us-west2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.0848,0.85983
us-west3,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.0848,0.85983
europe,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.744,0.792
europe-central2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.3776,0.8784
europe-west1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.744,0.792
europe-west2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.3776,0.8784
europe-west3,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.3776,0.8784
europe-west4,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.743962,0.7884768
europe-west6,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,0,0
europe-north1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.743962,0.7884768
northamerica-northeast1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.7439616,0.7884768
asia,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.9408,0.792
asia-east,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.9408,0.792
asia-east1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,3.9408,0.792
asia-east2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.7583,1.002
asia-northeast,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.368,0.9504
asia-northeast1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.368,0.9504
asia-northeast2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.368,0.9504
asia-northeast3,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.368,0.9504
asia-southeast,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.1952,0.84
asia-southeast1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.1952,0.84
australia-southeast1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.8288,0.9696
australia-southeast2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.8288,0.9696
australia,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.8288,0.9696
southamerica-east1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,5.399625,0
asia-south1,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.08,0.72
asia-southeast2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.572768,0.9156
asia-south2,n1,n1-highcpu-96,1,1,1,1,96,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",86.4,32,4.08,0.72
us,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,0.9472,0.2
us-central1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,0.9472,0.2
us-east1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,0.9472,0.2
us-east4,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0786,0.214
us-west4,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0786,0.214
us-west1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,0.9472,0.2
us-west2,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.1368,0.2397
us-west3,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.1368,0.2397
europe,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0416,0.22
europe-central2,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2184,0.244
europe-west1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0416,0.22
europe-west2,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2184,0.244
europe-west3,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2184,0.244
europe-west4,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0424,0.2198
europe-west6,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.3242,0.2794
europe-north1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0424,0.2198
northamerica-northeast1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.0424,0.2198
asia,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.096,0.22
asia-east,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.096,0.22
asia-east1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.096,0.22
asia-east2,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.3242,0.2794
asia-northeast,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2136,0.264
asia-northeast1,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2136,0.264
asia-northeast2,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2136,0.264
asia-northeast3,n1,n1-highmem-16,1,1,1,1,16,1,"['Skylake', 'Broadwell', 'Haswell', 'Sandy Bridge', 'Ivy Bridge']",104,32,1.2136,0.264
